URL,Name,Address,Contact,Website,Categories
https://www.places2play.org/place?id=16,Pickleball Courts at Edmonton Pickleball Club--royal Gardens,"4030-117 Street Nw, 119 Street And 40 Avenue, Edmonton, AB T6J 1V9",Ken Hurshowy,http://www.edmontonpickleballc,"Beginners Welcome, Portable Nets, Permanent Nets, Recreational Focused, Drop-In Fee, Public, Free to Play, Club Run Facility, Morning Play, All Day Play, 3.0 Players, Outdoor Courts, 3.5 Players, Challenge Court, Asphalt, Acrylic Surface, Afternoon Play, 4.0 Players, 4.5 Players, 5.0 Players"
https://www.places2play.org/place?id=17,Pickleball Courts at Saville Community Sports Centre,"11610 - 65th Avenue, Edmonton, AB T6G 2E1",,,"Public, Drop-In Fee, Indoor Courts"
https://www.places2play.org/place?id=18,Pickleball Courts at Terwillegar Rec Center,"2051 Leger Road, Edmonton, AB",,http://www.edmonton.ca/attract,"Public, Indoor Courts"
https://www.places2play.org/place?id=19,Pickleball Courts at The Meadows Community Centre,"2704 17 Street Northwest, Edmonton, AB T6T 2B5",,,"Public, Indoor Courts"
https://www.places2play.org/place?id=20,Pickleball Courts at Westhaven School,"1205 Westhaven Drive, Edson, AB T7E 1S6",Janice,https://www.facebook.com/edson,"Su, M, T, W, T, F, Sa, Public, Indoor Courts"
https://www.places2play.org/place?id=21,Pickleball Courts at Fg Miller Jr/sr High,"5218 51 St, Elk Point, AB T0A1A0",Terri Hampson,,"Su, M, T, W, T, F, Sa, Public, Drop-In Fee, Indoor Courts"
https://www.places2play.org/place?id=22,Pickleball Courts at Eastlink Centre,"#10 Knowledge Way, Grande Prairie, AB T8W 2V9",Tracie Gillis,http://eastlinkcentre.ca/progr,"Membership Required, Indoor Courts"
https://www.places2play.org/place?id=23,Pickleball Courts at Centennial Place,"501b 3rd Street West, 3 Street, Hanna, AB T0J 1P0",Sharon Slemp,,"Public, Outdoor Courts, Indoor Courts"
https://www.places2play.org/place?id=24,Pickleball Courts at Cargill Field House / Bob Snodgrass Rec Center,"228 12 Avenue Se, High River, AB T1V 1E7",Brian Popowitch,http://www.HighRiverPickleball,"Public, Indoor Courts"
https://www.places2play.org/place?id=25,Pickleball Courts at Innisfail High School,"4459 51 Ave., Innisfail, AB",,,"Su, M, T, W, T, F, Sa, Public, Drop-In Fee, Indoor Courts"
https://www.places2play.org/place?id=26,Pickleball Courts at Moyer Recreation Centre,"54569, Range Rd 215, Josephburg, AB T8L 4B9",,http://www.strathcona.ca/,"Membership Required, Indoor Courts"
https://www.places2play.org/place?id=27,Place,,,,
https://www.places2play.org/place?id=28,Place,,,,
https://www.places2play.org/place?id=29,Pickleball Courts at Family Leisure Centre,"2000 Division Ave. N, Medicine Hat, AB T1C 1X9",403-502-8566,http://www.medicinehat.ca/flc,"Public, Drop-In Fee, Indoor Courts"
https://www.places2play.org/place?id=30,Pickleball Courts at Herald School,"301 - 5th Street Sw, Medicine Hat, AB T1A4G5",Gordon Masson Or Ed Dick,http://mhsspc.wixsite.com/medh,Outdoor Courts
https://www.places2play.org/place?id=31,Pickleball Courts at Lions Park,"Adjacent To 1150-5 Street Se , T1a 8c7, Medicine Hat, AB",,,Outdoor Courts
https://www.places2play.org/place?id=32,Pickleball Courts at Ross Glen School,"48 Ross Glen Road Se, Medicine Hat, AB T1B3A8",Gordon Masson Or Ed Dick,http://mhsspc.wixsite.com/medh,Outdoor Courts
https://www.places2play.org/place?id=33,Pickleball Courts at Strathcona Centre,"1150 - 5th  Street Se , Medicine Hat, AB  T1A 8C7",Gordon Masson Or Ed Dick,http://www.medicinehat.ca/seni,"Public, Indoor Courts"
https://www.places2play.org/place?id=34,Pickleball Courts at Collicutt Center,"3031 - 30 Avenue, Red Deer, AB T4R 2Z7",,,"Public, Drop-In Fee, Indoor Courts"
https://www.places2play.org/place?id=35,Pickleball Courts at Pines Community Courts,"141 Pamely Avenue, Red Deer, AB",,http://www.reddeerpickleballcl,"Su, M, T, W, T, F, Sa, Public, Drop-In Fee, Outdoor Courts"
https://www.places2play.org/place?id=36,Pickleball Courts at Westpark Community Centre,"3811 57 Ave , Red Deer, AB T4N 4L8",,,"Public, Outdoor Courts"
https://www.places2play.org/place?id=37,Pickleball Courts at Cloverbar School,"50 Main Blvd., Marion Drive, Sherwood Park, AB",Dennis Tomkinson,,"Public, Outdoor Courts"
https://www.places2play.org/place?id=38,Pickleball Courts at Mcghan Park,"751 Meadowview Drive, Primrose Blvd., Sherwood Park, AB",Dennis Tomkinson,,Outdoor Courts
https://www.places2play.org/place?id=39,Pickleball Courts at Millennium Place,"2000 Premier Way, Sherwood Park, AB T8H 2G4",,http://www.strathcona.ca/,"Su, M, T, W, T, F, Sa, Public, Drop-In Fee, Indoor Courts"
https://www.places2play.org/place?id=40,Pickleball Courts at Village Courts,"710 Village Drive, Sherwood Park, AB",780-464-7075,,"Su, M, T, W, T, F, Sa, Public, Outdoor Courts"
https://www.places2play.org/place?id=41,Pickleball Courts at Parkland Pickleheads - Henry Singer Sports Park,"130 South Avenue, Spruce Grove, AB",780-968-6939,,"Public, Free to Play, All Day Play, 3.0 Players, Outdoor Courts, 3.5 Players, 2.5 Players, Onix Pure Outdoor, Dura 40, 4.0 Players, Franklin X, 4.5 Players, 5.0 Players"
https://www.places2play.org/place?id=42,Pickleball Courts at Larose Courts,"139 Larose Dr., St Albert, AB",Stella Rafuse,http://www.stalbertpickleball.,"Public, Drop-In Fee, Outdoor Courts, Indoor Courts"
https://www.places2play.org/place?id=43,Pickleball Courts at Servus Place,"400 Campbell Road, St. Albert, AB T8N 5A3",,https://stalbert.ca/rec/servus,"Public, Indoor Courts"
https://www.places2play.org/place?id=44,Pickleball Courts at Carseland Curling Rink,"310 Railway Ave W, Strathmore, AB T0J 0M0",587-952-2114,http://www.calgarypickleballcl,"Public, Indoor Courts"
https://www.places2play.org/place?id=45,Pickleball Courts at Sylvan Lake Community Centre,"4725 43 St., Sylvan Lake, AB T4S 1M3",,,"Su, M, T, W, T, F, Sa, Public, Drop-In Fee"
https://www.places2play.org/place?id=46,Pickleball Courts at Aruba,"Sta Cruz # 56, Sta. Cruz, ABW",Gerald Franca,http://arubasportunie.com,"Drop-In Fee, Public, Free to Play, Indoor Courts, Outdoor Courts"
https://www.places2play.org/place?id=47,Pickleball Courts at The Alaska Dome,"6501 Changepoint Drive, Anchorage, AK 99518",254-290-7790,,"Su, M, T, W, T, F, Sa, Drop-In Fee, Membership Required, Indoor Courts, Outdoor Courts"
https://www.places2play.org/place?id=48,"Pickleball Courts at Winter: University of Alaska, Fairbanks Student Rec Center (SRC)","UAF Campus, Fairbanks, AK 99701",Lori Nance,http://on Facebook:  Farthest,"Public, Indoor Courts, Portable Nets, Drop-In Fee"
https://www.places2play.org/place?id=49,Place,,,,
https://www.places2play.org/place?id=50,Pickleball Courts at The Hames Center,"121 John Brady Dr. (Sitka Fine Arts Campus), Sitka, AK 99835",Brant Brantman,http://hamescenter.org,"Public, Indoor Courts, Drop-In Fee"
https://www.places2play.org/place?id=51,Pickleball Courts at Ymca Of Calhoun County,"29 West 14th Street, Anniston , AL 36201",Ann Angel,http://Ymcacalhoun.org,"Su, M, T, W, T, F, Sa, Membership Required, Drop-In Fee, Indoor Courts"
https://www.places2play.org/place?id=52,Place,,,,
https://www.places2play.org/place?id=53,Place,,,,
https://www.places2play.org/place?id=54,Pickleball Courts at Heardmont Park,"5458 Cahaba Valley Rd, Birmingham, AL 35242",Karen Israel,https://www.signupgenius.com/g,"Su, M, T, W, T, F, Sa, Public, Lighted Courts, Outdoor Courts, Permanent Nets, Restrooms, 3.0 Players, All Day Play, Free to Play"
https://www.places2play.org/place?id=55,Pickleball Courts at Chelsea Community Center,"11101 Chelsea Road, 11101 Hwy 47, Chelsea, AL 35043",John Hilliard,,"Su, M, T, W, T, F, Sa, Public, Membership Required, Indoor Courts, Restrooms, Onix Pure Indoor, Drop-In Fee"
https://www.places2play.org/place?id=56,Place,,,,
https://www.places2play.org/place?id=57,Place,,,,
https://www.places2play.org/place?id=58,Pickleball Courts at Aquadome Recreation Center,"1202 Fifth Avenue Sw, Decatur, AL 35601",Delandrion Woods,http://www.decaturparks.com/ac,"Su, M, T, W, T, F, Sa, Public, Indoor Courts"
https://www.places2play.org/place?id=59,Place,,,,
https://www.places2play.org/place?id=60,Place,,,,
https://www.places2play.org/place?id=61,Pickleball Courts at Fairhope Rec. Center,"803 N. Greeno Road, Fairhope, AL 36532",Nathaniel La'mi,http://www.cofairhope.com,"Membership Required, Indoor Courts"
https://www.places2play.org/place?id=62,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=63,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=64,Pickleball Courts at Guntersville Recreation Center,"1500 Sunset Dr., Guntersville, AL 35976",Steve Douglas,http://www.facebook.com/gunter,"Su, M, T, W, T, F, Sa, Public, Indoor Courts, Outdoor Courts, Restrooms, 2.5 Players, 3.0 Players, 3.5 Players, 4.0 Players, Senior Crowd, Onix Pure Indoor"
https://www.places2play.org/place?id=65,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=66,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=67,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=68,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=69,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=70,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=71,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=72,Pickleball Courts at Jacksonville Community Center,"501 Alexandria Rd Sw, Jacksonville, AL 36265",256 435-8115,https://www.facebook.com/pages,"Public, Indoor Courts"
https://www.places2play.org/place?id=73,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=74,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=75,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=76,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=77,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=78,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=79,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=80,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=81,Pickleball Courts at Trussville Civic Center,"5381 Trussville Clay Rd, Trussville, AL 35173",Civic Center-info Desk,,"Su, M, T, W, T, F, Sa, Public, Indoor Courts, Drop-In Fee"
https://www.places2play.org/place?id=82,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=83,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=84,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=85,Pickleball Courts at Boys And Girls Club of Bella Vista,"2260 Forest Hills Blvd, Bella Vista, AR 72715",Connie Salzer,,"Su, M, T, W, T, F, Sa, Public, Private, Indoor Courts, Portable Nets, Wood, Restrooms, Water Fountain, Wheelchair Accessible, Morning Play, Recreational Focused, Free to Play"
https://www.places2play.org/place?id=86,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=87,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=88,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=89,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=90,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=91,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=92,Pickleball Courts at Holiday Island,"13 Buckskin Ln, Holiday Island, AR 72631",Dan & Sue Eddy,,"Public, Outdoor Courts"
https://www.places2play.org/place?id=93,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=94,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=95,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=96,Pickleball Courts at Hot Springs Village Church Of Christ,"210 Balboa Road, Hot Springs Village, AR 71909",Jane Riffel,,"Su, M, T, W, T, F, Sa, Public, Private, Concrete, Indoor Courts, Restrooms, None, 2.5 Players, 3.0 Players, 3.5 Players, 4.0 Players, 4.5 Players, Onix Pure Indoor, Free to Play"
https://www.places2play.org/place?id=97,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=98,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=99,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=100,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=101,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=102,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=103,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=104,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=105,Pickleball Courts at Russellville City Park,"915 East B Street, East Main Street & N. Hartford, Russellville, AR 72801",Dan Ellsworth,http://Facebook - Arkansas Pic,"Public, Asphalt, Outdoor Courts, Public Park, Restrooms, 4.0 Players, Beginners Welcome, Recreational Focused, Tournament Practice, Dura 40, Franklin X, Free to Play"
https://www.places2play.org/place?id=106,Place,,,,
https://www.places2play.org/place?id=107,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=108,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=109,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=110,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=111,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=112,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=113,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=114,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=115,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=116,Pickleball Courts at Anthem Country Club,"2708 W. Anthem Club Drive, Persimmon Country Club, Anthem, AZ 85086",Barb Patterson,http://www.aazpc.org,"Public, Private, Outdoor Courts, Club Run Facility, Gated Community, Restrooms, 3.0 Players, 3.5 Players, 4.0 Players, 4.5 Players, Verify Schedule, Competition Focused, Recreational Focused, Senior Crowd, Young Crowd, Dura 40, Franklin X, Free to Play"
https://www.places2play.org/place?id=117,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=118,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=119,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=120,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=121,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=122,Pickleball Courts at Sunrise Rv Resort,"1403 W. Broadway Ave, Apache Junction, AZ 85120",Roberts Resorts,https://www.robertsresorts.com,"Private, Outdoor Courts, Permanent Nets, Club Run Facility, Gated Community, Restrooms, RV Resort, Tennis Club, Water Fountain, All Day Play, Recreational Focused, Senior Crowd, 3.0 Players"
https://www.places2play.org/place?id=123,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=124,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=125,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=126,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=127,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=128,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=129,Pickleball Courts at Suddenlink Community Center,"2380 Third St., Hwy 95, Bullhead City, AZ 86442",Mark Braatz,http://None,"Su, M, T, W, T, F, Sa, Public, Indoor Courts, Portable Nets, Restrooms, Spectator Seating, 2.5 Players, 3.0 Players, 3.5 Players, 4.0 Players, Morning Play, Beginner Classes, Beginners Welcome, Onix Pure Indoor, Drop-In Fee"
https://www.places2play.org/place?id=130,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=131,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=132,Pickleball Courts at Casa Grande Pickleball @ Dave White Park,"2121 North Thorton, Kortsen, Casa Grande, AZ 85122",Margo Malouf,http://www.casagrandeaz.gov/we,"Su, M, T, W, T, F, Sa, Public, Lighted Courts, Outdoor Courts, Permanent Nets, Public Park, Restrooms, 2.5 Players, 3.0 Players, 3.5 Players, 4.0 Players, Beginner Classes, Beginners Welcome, Challenge Court, Recreational Focused, Franklin X, Free to Play"
https://www.places2play.org/place?id=133,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=134,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=135,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=136,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=137,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=138,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=139,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=140,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=141,Pickleball Courts at Solera Chandler,"6360 Mountain Blvd, Chandler, AZ 85249",Jim Villella,,"Su, M, T, W, T, F, Sa, Membership Required, Private, Acrylic Surface, Lighted Courts, Outdoor Courts, Permanent Nets, Portable Nets, Gated Community, Water Fountain, 3.0 Players, Age Restricted, Invite Only, Senior Crowd, Public"
https://www.places2play.org/place?id=142,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=143,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=144,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=145,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=146,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=147,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=148,Pickleball Courts at Prescott Country Club,"1030 Prescott Country Club Dr, Dewey, AZ 86327",Clubhouse,,"Private, Outdoor Courts"
https://www.places2play.org/place?id=149,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=150,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=151,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=152,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=153,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=154,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=155,Pickleball Courts at Sun City Anthem At Merrill Ranch,"3855 N Sun City Blvd, Florence, AZ 85132",Steve Engel,https://sites.google.com/site/,"Private, Outdoor Courts"
https://www.places2play.org/place?id=156,Pickleball Courts at Fountain Hills Pickleball Club,"16100 E. Palisades Blvd, Fountain Hills, AZ 85268",Jan Goodman,http://www.fountainhillspickle,"Su, M, T, W, T, F, Sa, Membership Required, Acrylic Surface, Concrete, Lighted Courts, Outdoor Courts, Permanent Nets, Club Run Facility, 2.5 Players, 3.0 Players, 3.5 Players, 4.0 Players, 4.5 Players, 5.0 Players, All Day Play, Dawn Play, Morning Play, Afternoon Play, Evening Play, Night Play, Verify Schedule, Beginners Welcome, Challenge Court, Recreational Focused, Senior Crowd, Tournament Practice, Dura 40, Franklin X, Onix Pure Outdoor, Public"
https://www.places2play.org/place?id=157,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=158,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=159,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=160,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=161,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=162,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=163,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=164,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=165,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=166,Pickleball Courts at Pima County Continental Community Center,"530 E. Whitehouse Canyon Rd, Continental, Green Valley, AZ 85614",Chuck Borozinski,http://www.facebook.com/SAPApa,"Su, M, T, W, T, F, Sa, Public, Concrete, Outdoor Courts, Portable Nets, Public Park, Restrooms, None, 2.5 Players, 3.0 Players, Morning Play, Afternoon Play, Beginner Classes, Beginners Welcome, Dura 40, Franklin X, Free to Play"
https://www.places2play.org/place?id=167,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=168,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=169,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=170,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=171,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=172,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=173,Pickleball Courts at Pacana Park,"19000 N Porter Road, Maricopa, AZ 85138",Rocky Myers,,"Public, Outdoor Courts"
https://www.places2play.org/place?id=174,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=175,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=176,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=177,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=178,Pickleball Courts at Gene Autry Tennis Center,"4125 E. Mckellips Rd., Mesa, AZ 85215",Becky Opoien,http://MesaTennis.com,"Public, Drop-In Fee, Outdoor Courts"
https://www.places2play.org/place?id=179,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=180,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=181,Pickleball Courts at Mesa Regal Rv Resort,"4700 East Main Street, Mesa, AZ 85205",480-830-2821,http://www.mesaregalpickleball,"Private, Outdoor Courts"
https://www.places2play.org/place?id=182,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=183,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=184,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=185,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=186,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=187,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=188,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=189,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=190,Pickleball Courts at Venture Out Resort,"5001 E. Main St, Mesa, AZ 85205",Steve Powell,http://ventureoutrvresort.com,"Private, Outdoor Courts"
https://www.places2play.org/place?id=191,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=192,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=193,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=194,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=195,Pickleball Courts at Rumsey Park,"Rumsey Park, 400 N McLane Rd, Payson, AZ 85541",Gary Heinlein - Pickleball Outreach,http://www.pickleballouteach.n,"Su, M, T, W, T, F, Sa, Public, Outdoor Courts, Permanent Nets, Portable Restrooms, Public Park, Restrooms, 2.5 Players, 3.0 Players, 3.5 Players, 4.0 Players, 4.5 Players, 5.0 Players, All Day Play, Morning Play, Evening Play, Night Play, Verify Schedule, Beginner Classes, Beginners Welcome, Challenge Court, Recreational Focused, Franklin X, Free to Play"
https://www.places2play.org/place?id=196,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=197,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=198,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=199,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=200,Pickleball Courts at Casita Court,"11222 S Mandan St, Elliott/warner Loop, Phoenix, AZ 85044",John Edmonds,http://n/a,"Private, Outdoor Courts"
https://www.places2play.org/place?id=201,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=202,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=203,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=204,Pickleball Courts at Goelet A.C. Beuf Community Center,"3435 W. Pinnacle Peak Road, Phoenix, AZ 85027",Jackie Stanley,http://www.phoenix.gov/parks/r,"Su, M, T, W, T, F, Sa, Public, Indoor Courts, Wood, 2.5 Players, 3.0 Players, 3.5 Players, 4.0 Players, Drop-In Fee"
https://www.places2play.org/place?id=205,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=206,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=207,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=208,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=209,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=210,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=211,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=212,Pickleball Courts at YMCA Chris-town,"5517 N. 17th Avenue, Phoenix, AZ 85015",Staff,http://www.valleyymca.org/bran,"Su, M, T, W, T, F, Sa, Public, Indoor Courts"
https://www.places2play.org/place?id=213,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=214,503 Service Temporarily Unavailable,,,,
