URL,Name,Address,Contact,Website,Categories
https://www.places2play.org/place?id=16,Pickleball Courts at Edmonton Pickleball Club--royal Gardens,"4030-117 Street Nw, 119 Street And 40 Avenue, Edmonton, AB T6J 1V9",Ken Hurshowy,http://www.edmontonpickleballc,"Beginners Welcome, Portable Nets, Permanent Nets, Recreational Focused, Drop-In Fee, Public, Free to Play, Club Run Facility, Morning Play, All Day Play, 3.0 Players, Outdoor Courts, 3.5 Players, Challenge Court, Asphalt, Acrylic Surface, Afternoon Play, 4.0 Players, 4.5 Players, 5.0 Players"
https://www.places2play.org/place?id=17,Pickleball Courts at Saville Community Sports Centre,"11610 - 65th Avenue, Edmonton, AB T6G 2E1",,,"Public, Drop-In Fee, Indoor Courts"
https://www.places2play.org/place?id=18,Pickleball Courts at Terwillegar Rec Center,"2051 Leger Road, Edmonton, AB",,http://www.edmonton.ca/attract,"Public, Indoor Courts"
https://www.places2play.org/place?id=19,Pickleball Courts at The Meadows Community Centre,"2704 17 Street Northwest, Edmonton, AB T6T 2B5",,,"Public, Indoor Courts"
https://www.places2play.org/place?id=20,Pickleball Courts at Westhaven School,"1205 Westhaven Drive, Edson, AB T7E 1S6",Janice,https://www.facebook.com/edson,"Su, M, T, W, T, F, Sa, Public, Indoor Courts"
https://www.places2play.org/place?id=21,Pickleball Courts at Fg Miller Jr/sr High,"5218 51 St, Elk Point, AB T0A1A0",Terri Hampson,,"Su, M, T, W, T, F, Sa, Public, Drop-In Fee, Indoor Courts"
https://www.places2play.org/place?id=22,Pickleball Courts at Eastlink Centre,"#10 Knowledge Way, Grande Prairie, AB T8W 2V9",Tracie Gillis,http://eastlinkcentre.ca/progr,"Membership Required, Indoor Courts"
https://www.places2play.org/place?id=23,Pickleball Courts at Centennial Place,"501b 3rd Street West, 3 Street, Hanna, AB T0J 1P0",Sharon Slemp,,"Public, Outdoor Courts, Indoor Courts"
https://www.places2play.org/place?id=24,Pickleball Courts at Cargill Field House / Bob Snodgrass Rec Center,"228 12 Avenue Se, High River, AB T1V 1E7",Brian Popowitch,http://www.HighRiverPickleball,"Public, Indoor Courts"
https://www.places2play.org/place?id=25,Pickleball Courts at Innisfail High School,"4459 51 Ave., Innisfail, AB",,,"Su, M, T, W, T, F, Sa, Public, Drop-In Fee, Indoor Courts"
https://www.places2play.org/place?id=26,Pickleball Courts at Moyer Recreation Centre,"54569, Range Rd 215, Josephburg, AB T8L 4B9",,http://www.strathcona.ca/,"Membership Required, Indoor Courts"
https://www.places2play.org/place?id=27,Place,,,,
https://www.places2play.org/place?id=28,Place,,,,
https://www.places2play.org/place?id=29,Pickleball Courts at Family Leisure Centre,"2000 Division Ave. N, Medicine Hat, AB T1C 1X9",403-502-8566,http://www.medicinehat.ca/flc,"Public, Drop-In Fee, Indoor Courts"
https://www.places2play.org/place?id=30,Pickleball Courts at Herald School,"301 - 5th Street Sw, Medicine Hat, AB T1A4G5",Gordon Masson Or Ed Dick,http://mhsspc.wixsite.com/medh,Outdoor Courts
https://www.places2play.org/place?id=31,Pickleball Courts at Lions Park,"Adjacent To 1150-5 Street Se , T1a 8c7, Medicine Hat, AB",,,Outdoor Courts
https://www.places2play.org/place?id=32,Pickleball Courts at Ross Glen School,"48 Ross Glen Road Se, Medicine Hat, AB T1B3A8",Gordon Masson Or Ed Dick,http://mhsspc.wixsite.com/medh,Outdoor Courts
https://www.places2play.org/place?id=33,Pickleball Courts at Strathcona Centre,"1150 - 5th  Street Se , Medicine Hat, AB  T1A 8C7",Gordon Masson Or Ed Dick,http://www.medicinehat.ca/seni,"Public, Indoor Courts"
https://www.places2play.org/place?id=34,Pickleball Courts at Collicutt Center,"3031 - 30 Avenue, Red Deer, AB T4R 2Z7",,,"Public, Drop-In Fee, Indoor Courts"
https://www.places2play.org/place?id=35,Pickleball Courts at Pines Community Courts,"141 Pamely Avenue, Red Deer, AB",,http://www.reddeerpickleballcl,"Su, M, T, W, T, F, Sa, Public, Drop-In Fee, Outdoor Courts"
https://www.places2play.org/place?id=36,Pickleball Courts at Westpark Community Centre,"3811 57 Ave , Red Deer, AB T4N 4L8",,,"Public, Outdoor Courts"
https://www.places2play.org/place?id=37,Pickleball Courts at Cloverbar School,"50 Main Blvd., Marion Drive, Sherwood Park, AB",Dennis Tomkinson,,"Public, Outdoor Courts"
https://www.places2play.org/place?id=38,Pickleball Courts at Mcghan Park,"751 Meadowview Drive, Primrose Blvd., Sherwood Park, AB",Dennis Tomkinson,,Outdoor Courts
https://www.places2play.org/place?id=39,Pickleball Courts at Millennium Place,"2000 Premier Way, Sherwood Park, AB T8H 2G4",,http://www.strathcona.ca/,"Su, M, T, W, T, F, Sa, Public, Drop-In Fee, Indoor Courts"
https://www.places2play.org/place?id=40,Pickleball Courts at Village Courts,"710 Village Drive, Sherwood Park, AB",780-464-7075,,"Su, M, T, W, T, F, Sa, Public, Outdoor Courts"
https://www.places2play.org/place?id=41,Pickleball Courts at Parkland Pickleheads - Henry Singer Sports Park,"130 South Avenue, Spruce Grove, AB",780-968-6939,,"Public, Free to Play, All Day Play, 3.0 Players, Outdoor Courts, 3.5 Players, 2.5 Players, Onix Pure Outdoor, Dura 40, 4.0 Players, Franklin X, 4.5 Players, 5.0 Players"
https://www.places2play.org/place?id=42,Pickleball Courts at Larose Courts,"139 Larose Dr., St Albert, AB",Stella Rafuse,http://www.stalbertpickleball.,"Public, Drop-In Fee, Outdoor Courts, Indoor Courts"
https://www.places2play.org/place?id=43,Pickleball Courts at Servus Place,"400 Campbell Road, St. Albert, AB T8N 5A3",,https://stalbert.ca/rec/servus,"Public, Indoor Courts"
https://www.places2play.org/place?id=44,Pickleball Courts at Carseland Curling Rink,"310 Railway Ave W, Strathmore, AB T0J 0M0",587-952-2114,http://www.calgarypickleballcl,"Public, Indoor Courts"
https://www.places2play.org/place?id=45,Pickleball Courts at Sylvan Lake Community Centre,"4725 43 St., Sylvan Lake, AB T4S 1M3",,,"Su, M, T, W, T, F, Sa, Public, Drop-In Fee"
https://www.places2play.org/place?id=46,Pickleball Courts at Aruba,"Sta Cruz # 56, Sta. Cruz, ABW",Gerald Franca,http://arubasportunie.com,"Drop-In Fee, Public, Free to Play, Indoor Courts, Outdoor Courts"
https://www.places2play.org/place?id=47,Pickleball Courts at The Alaska Dome,"6501 Changepoint Drive, Anchorage, AK 99518",254-290-7790,,"Su, M, T, W, T, F, Sa, Drop-In Fee, Membership Required, Indoor Courts, Outdoor Courts"
https://www.places2play.org/place?id=48,"Pickleball Courts at Winter: University of Alaska, Fairbanks Student Rec Center (SRC)","UAF Campus, Fairbanks, AK 99701",Lori Nance,http://on Facebook:  Farthest,"Public, Indoor Courts, Portable Nets, Drop-In Fee"
https://www.places2play.org/place?id=49,Place,,,,
https://www.places2play.org/place?id=50,Pickleball Courts at The Hames Center,"121 John Brady Dr. (Sitka Fine Arts Campus), Sitka, AK 99835",Brant Brantman,http://hamescenter.org,"Public, Indoor Courts, Drop-In Fee"
https://www.places2play.org/place?id=51,Pickleball Courts at Ymca Of Calhoun County,"29 West 14th Street, Anniston , AL 36201",Ann Angel,http://Ymcacalhoun.org,"Su, M, T, W, T, F, Sa, Membership Required, Drop-In Fee, Indoor Courts"
https://www.places2play.org/place?id=52,Place,,,,
https://www.places2play.org/place?id=53,Place,,,,
https://www.places2play.org/place?id=54,Pickleball Courts at Heardmont Park,"5458 Cahaba Valley Rd, Birmingham, AL 35242",Karen Israel,https://www.signupgenius.com/g,"Su, M, T, W, T, F, Sa, Public, Lighted Courts, Outdoor Courts, Permanent Nets, Restrooms, 3.0 Players, All Day Play, Free to Play"
https://www.places2play.org/place?id=55,Pickleball Courts at Chelsea Community Center,"11101 Chelsea Road, 11101 Hwy 47, Chelsea, AL 35043",John Hilliard,,"Su, M, T, W, T, F, Sa, Public, Membership Required, Indoor Courts, Restrooms, Onix Pure Indoor, Drop-In Fee"
https://www.places2play.org/place?id=56,Place,,,,
https://www.places2play.org/place?id=57,Place,,,,
https://www.places2play.org/place?id=58,Pickleball Courts at Aquadome Recreation Center,"1202 Fifth Avenue Sw, Decatur, AL 35601",Delandrion Woods,http://www.decaturparks.com/ac,"Su, M, T, W, T, F, Sa, Public, Indoor Courts"
https://www.places2play.org/place?id=59,Place,,,,
https://www.places2play.org/place?id=60,Place,,,,
https://www.places2play.org/place?id=61,Pickleball Courts at Fairhope Rec. Center,"803 N. Greeno Road, Fairhope, AL 36532",Nathaniel La'mi,http://www.cofairhope.com,"Membership Required, Indoor Courts"
https://www.places2play.org/place?id=62,Place,,,,
https://www.places2play.org/place?id=63,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=64,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=65,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=66,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=67,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=68,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=69,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=70,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=71,Pickleball Courts at Trinity United Methodist Church,"607 Airport Rd Sw , Huntsville , AL 35802",2566797793,,"Su, M, T, W, T, F, Sa, Public, Drop-In Fee, Indoor Courts"
https://www.places2play.org/place?id=72,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=73,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=74,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=75,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=76,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=77,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=78,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=79,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=80,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=81,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=82,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=83,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=84,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=85,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=86,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=87,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=88,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=89,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=90,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=91,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=92,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=93,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=94,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=95,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=96,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=97,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=98,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=99,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=100,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=101,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=102,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=103,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=104,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=105,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=106,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=107,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=108,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=109,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=110,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=111,Pickleball Courts at Pcyc,"91 Macnamara Street, Qld, AUS 4870",0404025139,,"Su, M, T, W, T, F, Sa, Public, Drop-In Fee, Indoor Courts"
https://www.places2play.org/place?id=112,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=113,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=114,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=115,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=116,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=117,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=118,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=119,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=120,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=121,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=122,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=123,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=124,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=125,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=126,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=127,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=128,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=129,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=130,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=131,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=132,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=133,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=134,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=135,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=136,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=137,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=138,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=139,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=140,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=141,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=142,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=143,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=144,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=145,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=146,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=147,Pickleball Courts at Orchard Ranch Resort,"11250 E. State Hwy 69, Fain Rd, Dewey, AZ 86327",Sue Brogaard,http://orchardrvresort.com,"Private, Concrete, Outdoor Courts, Permanent Nets, RV Resort, None, All Day Play, Invite Only, Recreational Focused, Senior Crowd, Drop-In Fee, 3.0 Players"
https://www.places2play.org/place?id=148,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=149,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=150,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=151,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=152,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=153,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=154,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=155,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=156,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=157,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=158,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=159,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=160,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=161,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=162,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=163,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=164,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=165,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=166,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=167,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=168,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=169,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=170,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=171,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=172,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=173,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=174,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=175,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=176,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=177,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=178,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=179,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=180,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=181,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=182,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=183,Pickleball Courts at Orangewood Shadows Rv Resort,"3165 E. University Drive, Mesa, AZ 85213",Activity Director,http://www.orangewoodshadows.c,"Private, Outdoor Courts"
https://www.places2play.org/place?id=184,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=185,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=186,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=187,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=188,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=189,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=190,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=191,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=192,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=193,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=194,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=195,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=196,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=197,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=198,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=199,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=200,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=201,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=202,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=203,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=204,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=205,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=206,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=207,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=208,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=209,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=210,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=211,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=212,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=213,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=214,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=215,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=216,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=217,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=218,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=219,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=220,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=221,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=222,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=223,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=224,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=225,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=226,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=227,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=228,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=229,Place,,,,
https://www.places2play.org/place?id=230,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=231,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=232,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=233,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=234,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=235,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=236,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=237,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=238,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=239,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=240,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=241,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=242,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=243,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=244,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=245,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=246,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=247,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=248,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=249,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=250,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=251,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=252,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=253,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=254,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=255,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=256,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=257,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=258,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=259,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=260,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=261,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=262,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=263,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=264,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=265,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=266,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=267,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=268,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=269,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=270,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=271,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=272,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=273,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=274,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=275,Pickleball Courts at Voyager RV Resort,"8701 S. Kolb Rd, Tucson, AZ 85756",Dale Secord,http://www.voyagerpickleball.c,"Su, M, T, W, T, F, Sa, Public, Private, Asphalt, Concrete, Lighted Courts, Outdoor Courts, Permanent Nets, Club Run Facility, Food Available, Gated Community, Restrooms, RV Resort, Spectator Seating, Water Fountain, Wheelchair Accessible, 2.5 Players, 3.0 Players, 3.5 Players, 4.0 Players, 4.5 Players, All Day Play, Evening Play, Beginner Classes, Beginners Welcome, Rating Restricted Courts, Recreational Focused, Senior Crowd, Franklin X, Onix Pure Outdoor, Free to Play"
https://www.places2play.org/place?id=276,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=277,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=278,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=279,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=280,503 Service Temporarily Unavailable,,,,
